overall size rank	monthly unique devices	mobile unique devices	monthly pageviews	mobile web pageviews	mobile app pageviews	unique devices per editor	monthly editors	majority mobile editors	monthly active editors	monthly active administrators	monthly new active editors	second month new editor retention	bot edits	monthly nonbot edits	mobile edits	visual edits	anonymous edits	revert rate	edits Gini coefficient	content pages	all time content edits	all time edits per content page	script direction	database code	project code	language code	language name	domain name	wiki name
183	214405.6667	0.4926	533203.7500	0.4957	0.0000	7288.5779	29.4167	0.1753	8.7500	2.2500	1.1667	0.0303	0.0098	722.3333	0.1383	0.0339	0.1429	0.0592	0.8862	3361	161034	47.9125	left-to-right	ruwikibooks	wikibooks	ru	Russian	ru.wikibooks.org	Russian Wikibooks
184	346175.1667	0.6108	943354.5000	0.5870	0.0000	13187.6254	26.2500	0.1420	5.4167	3.7500	0.5000	0.0000	0.0012	25334.9167	0.0143	0.0003	0.0040	0.0031	0.9930	594083	1880283	3.1650	left-to-right	huwiktionary	wiktionary	hu	Hungarian	hu.wiktionary.org	Hungarian Wiktionary
185	253352.8333	0.7101	766364.9167	0.7361	0.0000	9354.5662	27.0833	0.1775	7.1667	1.4167	0.5000	0.0000	0.0052	779.5833	0.1197	0.0103	0.0549	0.0307	0.9239	56027	209344	3.7365	left-to-right	ukwiktionary	wiktionary	uk	Ukrainian	uk.wiktionary.org	Ukrainian Wiktionary
186	183433.3333	0.7240	484185.0000	0.7383	0.0000	4764.5022	38.5000	0.0915	9.7500	2.3333	1.9167	0.0125	0.2094	935.0000	0.0434	0.1143	0.0651	0.0475	0.9189	3261	114066	34.9788	left-to-right	eswikivoyage	wikivoyage	es	Spanish	es.wikivoyage.org	Spanish Wikivoyage
187	160391.6667	0.6228	359821.1667	0.5572	0.0000	3418.6501	46.9167	0.0867	10.6667	2.1667	2.0000	0.0641	0.3055	1217.4167	0.0701	0.0756	0.0758	0.0208	0.9295	8866	360424	40.6524	left-to-right	frwikivoyage	wikivoyage	fr	French	fr.wikivoyage.org	French Wikivoyage
188	278411.0833	0.5051	704998.2500	0.5785	0.0000	8522.7883	32.6667	0.1151	6.0833	4.0000	2.0833	0.2277	0.0839	357.5833	0.1216	0.0834	0.2619	0.1983	0.8560	9243	284142	30.7413	left-to-right	eswikibooks	wikibooks	es	Spanish	es.wikibooks.org	Spanish Wikibooks
189	158234.5833	0.5530	407522.3333	0.3148	0.0032	3790.0499	41.7500	0.1136	10.5000	2.8333	0.9167	0.1667	0.2379	2262.7500	0.0316	0.0340	0.0272	0.0136	0.9671	52611	209712	3.9861	left-to-right	cvwiki	wikipedia	cv	Chuvash	cv.wikipedia.org	Chuvash Wikipedia
190	262172.5000	0.2024	396491.1667	0.3016	0.0000	8300.9763	31.5833	0.1238	6.2500	2.1667	0.9167	0.0000	0.2020	283.8333	0.1213	0.0138	0.0978	0.0910	0.8253	5497	109624	19.9425	left-to-right	zhwikivoyage	wikivoyage	zh	Chinese	zh.wikivoyage.org	Chinese Wikivoyage
191	200094.0833	0.4922	468225.1667	0.3015	0.0008	4556.2220	43.9167	0.0924	8.1667	2.2500	0.3333	0.0000	0.0391	2152.1667	0.0379	0.0134	0.0348	0.0079	0.9736	45799	264373	5.7725	left-to-right	iowiki	wikipedia	io	Ido	io.wikipedia.org	Ido Wikipedia
192	237852.5000	0.4071	526222.5000	0.2612	0.0011	6138.1290	38.7500	0.2293	6.7500	3.5833	0.6667	0.0000	0.7113	1440.7500	0.0198	0.0788	0.0204	0.0213	0.9674	69265	284960	4.1141	left-to-right	vecwiki	wikipedia	vec	Venetian	vec.wikipedia.org	Venetian Wikipedia
193	134811.3333	0.5934	344577.0833	0.4090	0.0019	2774.8473	48.5833	0.1598	11.5833	3.6667	3.0833	0.0777	0.0501	1481.5000	0.0394	0.2072	0.0585	0.0381	0.9439	69495	223213	3.2119	left-to-right	htwiki	wikipedia	ht	Haitian Creole	ht.wikipedia.org	Haitian Creole Wikipedia
194	250604.5000	0.2489	473220.8333	0.3363	0.0000	8716.6783	28.7500	0.1716	6.0833	3.1667	0.9167	0.0444	0.0712	272.9167	0.1609	0.0495	0.1154	0.0953	0.8068	3676	109083	29.6744	left-to-right	zhwikibooks	wikibooks	zh	Chinese	zh.wikibooks.org	Chinese Wikibooks
195	196200.6667	0.7712	617488.1667	0.6648	0.0102	4159.7314	47.1667	0.2679	7.6667	5.0833	2.2500	0.0235	0.0484	387.9167	0.3426	0.2950	0.4107	0.1583	0.8439	15297	93880	6.1372	left-to-right	amwiki	wikipedia	am	Amharic	am.wikipedia.org	Amharic Wikipedia
196	214584.5000	0.3718	431873.5833	0.4285	0.0000	5960.6806	36.0000	0.1407	7.0000	3.0833	1.3333	0.0769	0.0008	1285.6667	0.6976	0.0134	0.0563	0.0204	0.9589	3949	77906	19.7280	left-to-right	zhwikiquote	wikiquote	zh	Chinese	zh.wikiquote.org	Chinese Wikiquote
197	118567.5833	0.7091	389094.3333	0.5469	0.0256	2172.2305	54.5833	0.3456	12.5000	4.6667	2.1667	0.0519	0.2822	2156.5000	0.1014	0.1655	0.0684	0.0515	0.9589	17766	199082	11.2058	left-to-right	orwiki	wikipedia	or	Odia	or.wikipedia.org	Oriya Wikipedia
198	269552.7500	0.1616	388434.7500	0.1929	0.0018	14837.7661	18.1667	0.1417	5.2500	3.0000	0.7500	0.2222	0.0522	343.5833	0.0473	0.1489	0.0543	0.0369	0.9170	7884	112441	14.2619	left-to-right	nds_nlwiki	wikipedia	nds-nl	Low Saxon	nds-nl.wikipedia.org	Low Saxon Wikipedia
199	198340.4167	0.4768	437454.3333	0.3530	0.0049	4061.5785	48.8333	0.1758	7.0833	1.7500	0.7500	0.0909	0.2945	375.5000	0.1365	0.1358	0.3939	0.0883	0.8514	27151	382135	14.0744	left-to-right	barwiki	wikipedia	bar	Bavarian	bar.wikipedia.org	Bavarian Wikipedia
200	205930.0000	0.7874	515919.0000	0.6969	0.0018	6770.3014	30.4167	0.3934	6.5833	2.0000	1.0833	0.0455	0.0848	1616.5000	0.0625	0.0252	0.0475	0.0416	0.9724	19115	55527	2.9049	right-to-left	mznwiki	wikipedia	mzn	Mazanderani	mzn.wikipedia.org	Mazanderani Wikipedia
201	143032.5000	0.6221	363474.3333	0.5744	0.0000	3439.6593	41.5833	0.0809	9.4167	4.8333	2.5000	0.0000	0.0211	1268.9167	0.0393	0.0303	0.0455	0.0336	0.9352	7823	322176	41.1832	left-to-right	eswikiquote	wikiquote	es	Spanish	es.wikiquote.org	Spanish Wikiquote
202	41287.5000	0.3304	180118.4167	0.2717	0.0000	645.1172	64.0000	0.0396	31.5000	3.3333	4.5000	0.3904	0.1057	3530.0833	0.0081	0.0083	0.0337	0.0186	0.8987	70700	506472	7.1637	left-to-right	dewikiversity	wikiversity	de	German	de.wikiversity.org	German Wikiversity
203	78748.3333	0.5395	205638.3333	0.5584	0.0000	1265.0335	62.2500	0.0498	16.1667	5.9167	2.6667	0.1050	0.0020	789.1667	0.0399	0.3841	0.1390	0.0362	0.8649	3664	107623	29.3731	left-to-right	ptwikiversity	wikiversity	pt	Portuguese	pt.wikiversity.org	Portuguese Wikiversity
204	138222.3333	0.8517	690704.1667	0.8493	0.0000	5248.9494	26.3333	0.1892	9.0000	0.5000	1.3333	0.1538	0.0017	383.9167	0.3725	0.0078	0.0881	0.0271	0.8352	15773	264959	16.7983	left-to-right	hywikisource	wikisource	hy	Armenian	hy.wikisource.org	Armenian Wikisource
205	179196.0833	0.5528	448433.5000	0.3568	0.0016	5132.1074	34.9167	0.1474	6.9167	3.0000	1.6667	0.0000	0.0534	1386.0833	0.0225	0.5381	0.2932	0.0320	0.9642	96895	130752	1.3494	left-to-right	mgwiki	wikipedia	mg	Malagasy	mg.wikipedia.org	Malagasy Wikipedia
206	231355.3333	0.5768	627590.1667	0.6652	0.0000	6169.4756	37.5000	0.3115	5.3333	5.0833	0.9167	0.0105	0.1238	732.3333	0.1001	0.6298	0.1156	0.0497	0.9341	13631	194270	14.2521	left-to-right	ptwikibooks	wikibooks	pt	Portuguese	pt.wikibooks.org	Portuguese Wikibooks
207	133132.5000	0.4652	332218.9167	0.2845	0.0055	3090.1161	43.0833	0.3014	9.2500	3.4167	2.0833	0.1034	0.1873	417.6667	0.4294	0.1740	0.1881	0.1455	0.8491	15437	216390	14.0176	right-to-left	yiwiki	wikipedia	yi	Yiddish	yi.wikipedia.org	Yiddish Wikipedia
208	147421.3333	0.3897	283480.5000	0.3431	0.0017	3610.3184	40.8333	0.1585	8.3333	4.3333	1.5000	0.0500	0.0432	2281.0000	0.0381	0.7263	0.6911	0.1633	0.9674	10864	93017	8.5619	left-to-right	hifwiki	wikipedia	hif	Fiji Hindi	hif.wikipedia.org	Fiji Hindi Wikipedia
209	111603.1667	0.6575	267295.1667	0.5768	0.0000	2861.6197	39.0000	0.1176	11.0000	1.0000	1.3333	0.0000	0.0001	732.5000	0.0460	0.0048	0.0345	0.0234	0.8940	9667	77424	8.0091	left-to-right	ukwikiquote	wikiquote	uk	Ukrainian	uk.wikiquote.org	Ukrainian Wikiquote
210	285286.0000	0.7348	807994.4167	0.7281	0.0000	16538.3188	17.2500	0.2252	4.1667	1.5000	0.3333	0.0000	0.0000	456.1667	0.0764	0.0285	0.0807	0.0446	0.9473	167570	150747	0.8996	left-to-right	rowiktionary	wiktionary	ro	Romanian	ro.wiktionary.org	Romanian Wiktionary
211	262837.7500	0.9101	600505.1667	0.8576	0.0000	17819.5085	14.7500	0.2830	4.5000	1.2500	0.4167	0.0000	0.0146	839.4167	0.0193	0.0020	0.0154	0.0119	0.9314	27205	158301	5.8188	right-to-left	fawikisource	wikisource	fa	Persian	fa.wikisource.org	Persian Wikisource
212	214643.5833	0.8563	667037.1667	0.8336	0.0000	7949.7623	27.0000	0.2995	5.5000	2.9167	0.4167	0.0000	0.0121	928.3333	0.6498	0.0328	0.2007	0.0987	0.9524	117580	77022	0.6551	left-to-right	uzwiktionary	wiktionary	uz	Uzbek	uz.wiktionary.org	Uzbek Wiktionary
213	425183.0000	0.9463	1355209.3333	0.9367	0.0000	20408.7840	20.8333	0.4000	2.7500	2.2500	0.1667	0.0000	0.0006	386.7500	0.1571	0.0228	0.1383	0.1133	0.9286	184183	56477	0.3066	left-to-right	hiwiktionary	wiktionary	hi	Hindi	hi.wiktionary.org	Hindi Wiktionary
214	179762.4167	0.6533	511070.2500	0.6800	0.0091	5661.8084	31.7500	0.2971	6.5000	2.9167	1.5000	0.0580	0.0162	902.9167	0.8203	0.0435	0.7313	0.0245	0.9484	6822	65969	9.6700	left-to-right	tkwiki	wikipedia	tk	Turkmen	tk.wikipedia.org	Turkmen Wikipedia
215	76946.7500	0.7577	202540.1667	0.6586	0.0000	3047.3960	25.2500	0.0889	15.1667	2.1667	1.5000	0.0769	0.7207	2191.8333	0.0029	0.0011	0.0026	0.0081	0.8589	5733	426762	74.4396	left-to-right	hiwikisource	wikisource	hi	Hindi	hi.wikisource.org	Hindi Wikisource
216	122849.1667	0.6509	349486.4167	0.6121	0.0000	5136.5505	23.9167	0.2264	9.2500	2.6667	1.0833	0.0323	0.2287	1616.1667	0.0222	0.0030	0.0254	0.0162	0.9351	35937	179941	5.0071	left-to-right	ptwikisource	wikisource	pt	Portuguese	pt.wikisource.org	Portuguese Wikisource
217	157514.8333	0.7439	391885.2500	0.6353	0.0000	4896.8342	32.1667	0.1611	7.1667	2.2500	0.5000	0.0909	0.0006	1210.6667	0.1858	0.0083	0.2103	0.0258	0.9580	9147	142835	15.6155	right-to-left	hewikiquote	wikiquote	he	Hebrew	he.wikiquote.org	Hebrew Wikiquote
218	185921.7500	0.3997	382095.1667	0.2942	0.0027	4108.7680	45.2500	0.1080	6.0000	2.4167	0.6667	0.0000	0.0279	1144.8333	0.0400	0.1213	0.0322	0.0138	0.9524	84597	361062	4.2680	left-to-right	ndswiki	wikipedia	nds	Low German	nds.wikipedia.org	Low German Wikipedia
219	75796.0000	0.5088	227517.7500	0.4406	0.0000	2621.1873	28.9167	0.0737	14.3333	2.2500	1.5833	0.3667	0.3892	2785.2500	0.0143	0.0010	0.0225	0.0240	0.9401	23486	221154	9.4164	left-to-right	kowikisource	wikisource	ko	Korean	ko.wikisource.org	Korean Wikisource
220	175380.2500	0.7033	617435.3333	0.7805	0.0000	6723.8435	26.0833	0.1322	6.0833	1.5000	0.5833	0.0294	0.0002	493.6667	0.0317	0.0800	0.0618	0.0176	0.9309	13073	107459	8.2199	left-to-right	plwikivoyage	wikivoyage	pl	Polish	pl.wikivoyage.org	Polish Wikivoyage
221	163891.2500	0.8488	364860.7500	0.7944	0.0000	4916.7375	33.3333	0.3360	6.5000	2.4167	1.2500	0.0000	0.0022	526.2500	0.1210	0.0198	0.0684	0.0466	0.9077	9267	114720	12.3794	right-to-left	fawikiquote	wikiquote	fa	Persian	fa.wikiquote.org	Persian Wikiquote
222	119615.5000	0.2429	217140.1667	0.2405	0.0008	5764.6024	20.7500	0.0282	8.5833	0.8333	0.4167	0.0588	0.0275	754.6667	0.0012	0.0022	0.0054	0.0031	0.9342	29096	123578	4.2473	left-to-right	avkwiki	wikipedia	avk	Kotava	avk.wikipedia.org	Kotava Wikipedia
223	100712.6667	0.5670	309551.0833	0.4575	0.0061	1828.3691	55.0833	0.1770	10.0000	4.6667	0.5833	0.0909	0.1025	1024.9167	0.1077	0.0460	0.0613	0.0228	0.9193	12797	150765	11.7813	left-to-right	zh_classicalwiki	wikipedia	lzh	Literary Chinese	zh-classical.wikipedia.org	Classical Chinese Wikipedia
224	99004.5833	0.6420	243126.0000	0.5829	0.0000	1966.9785	50.3333	0.1658	10.1667	6.0000	0.9167	0.0110	0.0008	935.0000	0.0644	0.0093	0.0694	0.0290	0.9405	11454	127055	11.0926	left-to-right	ptwikiquote	wikiquote	pt	Portuguese	pt.wikiquote.org	Portuguese Wikiquote
225	129549.0000	0.4948	326303.8333	0.3437	0.0014	3736.9904	34.6667	0.1347	7.7500	2.0000	0.5833	0.0000	0.2500	693.0833	0.0618	0.1396	0.2354	0.0540	0.9245	17255	121353	7.0329	left-to-right	sahwiki	wikipedia	sah	Yakut	sah.wikipedia.org	Sakha Wikipedia
226	206442.1667	0.1269	287037.3333	0.1442	0.0004	13390.8432	15.4167	0.0467	4.6667	1.7500	0.5000	0.0000	0.0011	148.8333	0.0174	0.2654	0.0890	0.0314	0.8527	6579	37860	5.7547	left-to-right	fiu_vrowiki	wikipedia	vro	Võro	fiu-vro.wikipedia.org	Võro Wikipedia
227	255954.4167	0.8262	1286182.0000	0.8586	0.0000	12285.8120	20.8333	0.2403	3.7500	1.3333	0.6667	0.0526	0.0071	324.7500	0.1901	0.0223	0.3077	0.1637	0.9078	303815	1150770	3.7877	left-to-right	hywiktionary	wiktionary	hy	Armenian	hy.wiktionary.org	Armenian Wiktionary
228	151496.5000	0.4972	370881.4167	0.3110	0.0024	4994.3901	30.3333	0.1963	6.3333	2.6667	0.5000	0.2500	0.1577	998.7500	0.1131	0.0859	0.2885	0.0290	0.9496	29497	174500	5.9159	left-to-right	iawiki	wikipedia	ia	Interlingua	ia.wikipedia.org	Interlingua Wikipedia
229	111923.7500	0.3063	815248.1667	0.2729	0.0000	4552.8305	24.5833	0.1053	8.5000	4.6667	0.1667	0.0909	0.4085	936.5833	0.2372	0.1735	0.0295	0.0456	0.9201	17256	69444	4.0243	left-to-right	zhwikinews	wikinews	zh	Chinese	zh.wikinews.org	Chinese Wikinews
230	215387.7500	0.7982	764189.2500	0.8445	0.0000	12988.2060	16.5833	0.1525	4.4167	2.2500	0.4167	0.0000	0.1412	519.3333	0.0509	0.0104	0.0493	0.0520	0.9131	18675	109056	5.8397	left-to-right	trwikisource	wikisource	tr	Turkish	tr.wikisource.org	Turkish Wikisource
231	112004.6667	0.3814	253934.4167	0.2999	0.0024	3054.6727	36.6667	0.0852	8.3333	4.4167	1.2500	0.0500	0.5308	667.5000	0.0268	0.0692	0.0628	0.0619	0.9141	57916	70703	1.2208	left-to-right	szlwiki	wikipedia	szl	Silesian	szl.wikipedia.org	Silesian Wikipedia
232	161259.3333	0.5764	385752.9167	0.5665	0.0000	5272.7847	30.5833	0.0498	5.7500	3.8333	0.5833	0.0174	0.0312	486.7500	0.0413	0.0406	0.1448	0.4593	0.9126	5271	86646	16.4382	left-to-right	itwikiversity	wikiversity	it	Italian	it.wikiversity.org	Italian Wikiversity
233	129695.1667	0.4905	297959.9167	0.3310	0.0017	4818.3963	26.9167	0.1117	6.9167	2.1667	1.0000	0.1250	0.1099	390.0000	0.0252	0.0295	0.0509	0.0316	0.9064	14873	170739	11.4798	left-to-right	liwiki	wikipedia	li	Limburgish	li.wikipedia.org	Limburgish Wikipedia
234	106515.5000	0.7713	341468.8333	0.6424	0.0012	2904.9682	36.6667	0.1884	8.4167	3.1667	1.1667	0.1333	0.4539	686.3333	0.1449	0.1330	0.1546	0.1316	0.9136	14102	73333	5.2002	left-to-right	maiwiki	wikipedia	mai	Maithili	mai.wikipedia.org	Maithili Wikipedia
235	120046.3333	0.7273	338602.5833	0.4916	0.0110	2433.3716	49.3333	0.3654	7.4167	3.0000	1.0833	0.0508	0.1667	1373.9167	0.0864	0.0963	0.0324	0.0215	0.9524	18901	132371	7.0034	right-to-left	pswiki	wikipedia	ps	Pashto	ps.wikipedia.org	Pashto Wikipedia
236	142322.1667	0.4342	335087.5833	0.2838	0.0011	4280.3659	33.2500	0.1027	6.2500	3.4167	1.0000	0.0000	0.4456	863.4167	0.1081	0.2972	0.1094	0.0326	0.9472	24026	170908	7.1135	left-to-right	quwiki	wikipedia	qu	Quechua	qu.wikipedia.org	Quechua Wikipedia
237	127347.0000	0.7448	313139.4167	0.7103	0.0000	7074.8333	18.0000	0.1802	6.8333	1.7500	0.6667	0.0000	0.0230	1563.5000	0.0077	0.0013	0.0043	0.0215	0.9348	7669	145612	18.9871	left-to-right	thwikisource	wikisource	th	Thai	th.wikisource.org	Thai Wikisource
238	125475.0833	0.4891	343574.1667	0.3719	0.0023	3163.2374	39.6667	0.1429	6.8333	2.5000	1.3333	0.2000	0.3671	1838.0833	0.0506	0.0486	0.2784	0.0128	0.9699	22782	88197	3.8713	left-to-right	banwiki	wikipedia	ban	Balinese	ban.wikipedia.org	Balinese Wikipedia
239	89361.9167	0.7411	258593.7500	0.3997	0.0000	5796.4486	15.4167	0.0429	9.5833	1.7500	1.0833	0.8333	0.9612	9266.9167	0.0003	0.0000	0.0196	0.0163	0.8558	4138017	1295062	0.3130	left-to-right	mgwiktionary	wiktionary	mg	Malagasy	mg.wiktionary.org	Malagasy Wiktionary
240	103384.0000	0.3828	233359.5000	0.3956	0.0000	4884.2835	21.1667	0.0636	8.2500	2.3333	0.0833	0.0000	0.0143	1222.1667	0.0148	0.0025	0.0322	0.0494	0.9420	9089	222760	24.5087	left-to-right	nlwikibooks	wikibooks	nl	Dutch	nl.wikibooks.org	Dutch Wikibooks
241	122152.6667	0.3256	275649.9167	0.2765	0.0017	5291.8123	23.0833	0.1711	6.9167	1.8333	0.4167	0.0000	0.4773	1264.7500	0.0604	0.0142	0.0141	0.0118	0.9604	27903	71808	2.5735	left-to-right	crhwiki	wikipedia	crh	Crimean Tatar	crh.wikipedia.org	Crimean Tatar Wikipedia
242	76563.9167	0.6626	401473.0000	0.3997	0.0000	2538.0304	30.1667	0.3939	10.5833	3.5833	0.4167	0.0938	0.6192	27218.2500	0.0063	0.0004	0.0028	0.0068	0.9879	1000074	827443	0.8274	left-to-right	kuwiktionary	wiktionary	ku	Kurdish	ku.wiktionary.org	Kurdish Wiktionary
243	176997.3333	0.5026	373655.7500	0.3888	0.0006	7695.5362	23.0000	0.1156	4.5000	1.9167	0.4167	0.0000	0.1987	1565.1667	0.7988	0.0063	0.0102	0.0133	0.9769	20833	133024	6.3853	left-to-right	xmfwiki	wikipedia	xmf	Mingrelian	xmf.wikipedia.org	Mingrelian Wikipedia
244	114422.3333	0.5284	300015.5000	0.4230	0.0016	5220.7909	21.9167	0.2293	6.9167	2.3333	0.6667	0.0714	0.1889	445.7500	0.3245	0.2634	0.0705	0.0454	0.9180	5618	37815	6.7310	left-to-right	gnwiki	wikipedia	gn	Guarani	gn.wikipedia.org	Guarani Wikipedia
245	150190.2500	0.7783	420401.7500	0.7480	0.0000	12515.8542	12.0000	0.1970	5.2500	1.9167	0.5833	0.0000	0.0020	450.5000	0.0697	0.0122	0.0877	0.0703	0.8896	13983	74587	5.3341	left-to-right	rowikisource	wikisource	ro	Romanian	ro.wikisource.org	Romanian Wikisource
246	275175.5000	0.7752	707218.8333	0.6927	0.0000	24642.5821	11.1667	0.1061	2.8333	1.0833	0.0833	0.0000	0.0009	1426.6667	0.0307	0.0065	0.0308	0.0071	0.9663	227303	205143	0.9025	left-to-right	srwiktionary	wiktionary	sr	Serbian	sr.wiktionary.org	Serbian Wiktionary
247	75302.5833	0.6346	205872.7500	0.4265	0.0013	2462.2098	30.5833	0.0680	10.1667	2.0000	0.6667	0.0000	0.3556	599.6667	0.0614	0.6718	0.0321	0.0231	0.9157	11640	157436	13.5254	left-to-right	hywwiki	wikipedia	hyw	Western Armenian	hyw.wikipedia.org	Western Armenian Wikipedia
248	171567.8333	0.8403	428132.7500	0.7854	0.0000	6315.3804	27.1667	0.2048	4.3333	3.1667	0.2500	0.0323	0.3331	446.5833	0.3531	0.0151	0.0689	0.0767	0.9040	67783	182789	2.6967	right-to-left	arwiktionary	wiktionary	ar	Arabic	ar.wiktionary.org	Arabic Wiktionary
249	141163.0000	0.4297	369773.7500	0.4485	0.0000	6204.9670	22.7500	0.0602	5.2500	4.2500	0.2500	0.0057	0.0002	3016.7500	0.0041	0.0009	0.0262	0.1216	0.9844	6877	226917	32.9965	left-to-right	plwikibooks	wikibooks	pl	Polish	pl.wikibooks.org	Polish Wikibooks
250	68201.0000	0.6308	172329.7500	0.5536	0.0022	1962.6187	34.7500	0.1864	10.5833	2.9167	2.2500	0.0638	0.1415	933.1667	0.0369	0.5530	0.0286	0.0127	0.9118	6975	37688	5.4033	left-to-right	rwwiki	wikipedia	rw	Kinyarwanda	rw.wikipedia.org	Kinyarwanda Wikipedia
251	190272.2500	0.4074	382206.6667	0.3139	0.0022	5736.8518	33.1667	0.2529	3.6667	2.8333	0.1667	0.0000	0.0878	224.3333	0.1753	0.1118	0.1909	0.0940	0.8410	26272	175761	6.6901	left-to-right	scnwiki	wikipedia	scn	Sicilian	scn.wikipedia.org	Sicilian Wikipedia
252	138745.7500	0.2874	279758.3333	0.2319	0.0009	6529.2118	21.2500	0.1959	5.0000	2.8333	0.1667	0.0000	0.0544	550.8333	0.1310	0.1997	0.0169	0.0304	0.9503	11227	88767	7.9066	left-to-right	lijwiki	wikipedia	lij	Ligurian	lij.wikipedia.org	Ligurian Wikipedia
253	281446.3333	0.7302	809218.4167	0.7404	0.0000	20977.3665	13.4167	0.2396	2.4167	1.5833	0.1667	0.0400	0.0061	231.4167	0.1959	0.0115	0.3183	0.0979	0.9257	29547	67321	2.2784	left-to-right	bgwiktionary	wiktionary	bg	Bulgarian	bg.wiktionary.org	Bulgarian Wiktionary
254	179126.4167	0.8884	403619.0833	0.7969	0.0000	6634.3117	27.0000	0.2723	3.7500	2.8333	0.7500	0.0000	0.8915	194.8333	0.2087	0.3020	0.1390	0.1104	0.8160	2996	43864	14.6409	right-to-left	arwikiquote	wikiquote	ar	Arabic	ar.wikiquote.org	Arabic Wikiquote
255	77449.9167	0.6695	237555.4167	0.4123	0.0129	1119.7578	69.1667	0.2795	8.5833	1.6667	0.5000	0.0000	0.2683	651.7500	0.1731	0.1210	0.0683	0.0299	0.8501	12146	208893	17.1985	left-to-right	sawiki	wikipedia	sa	Sanskrit	sa.wikipedia.org	Sanskrit Wikipedia
256	71263.0000	0.4581	169263.2500	0.3707	0.0008	2159.4848	33.0000	0.2188	9.2500	2.0000	0.6667	0.1250	0.1073	670.5833	0.0727	0.2421	0.0368	0.0241	0.9068	10647	35515	3.3357	left-to-right	bjnwiki	wikipedia	bjn	Banjar	bjn.wikipedia.org	Banjar Wikipedia
257	64401.7500	0.4938	180786.5833	0.3171	0.0026	1728.9060	37.2500	0.1399	10.1667	2.6667	1.6667	0.2000	0.1215	1227.2500	0.0466	0.2529	0.0332	0.0188	0.9489	6214	120493	19.3906	left-to-right	mtwiki	wikipedia	mt	Maltese	mt.wikipedia.org	Maltese Wikipedia
258	101303.5000	0.5444	262267.2500	0.3329	0.0010	2532.5875	40.0000	0.3810	6.3333	3.6667	0.8333	0.0000	0.3930	380.5000	0.1025	0.0140	0.0482	0.0745	0.8809	68778	141817	2.0620	left-to-right	pmswiki	wikipedia	pms	Piedmontese	pms.wikipedia.org	Piedmontese Wikipedia
259	67981.4167	0.5227	188147.8333	0.4971	0.0000	3531.5022	19.2500	0.0471	9.3333	2.1667	0.0833	0.0000	0.1289	819.2500	0.0195	0.0105	0.0245	0.0113	0.9057	57837	173999	3.0084	left-to-right	cswikisource	wikisource	cs	Czech	cs.wikisource.org	Czech Wikisource
260	107201.3333	0.5469	272082.0000	0.3393	0.0010	4405.5342	24.3333	0.1526	5.9167	2.1667	1.6667	0.0000	0.0018	9776.1667	0.0081	0.0006	0.0019	0.0013	0.9914	180683	226455	1.2533	left-to-right	lldwiki	wikipedia	lld	Ladin	lld.wikipedia.org	Ladin Wikipedia
261	60777.9167	0.4312	145859.6667	0.3456	0.0013	1606.4648	37.8333	0.1318	10.2500	2.2500	2.3333	0.0811	0.0140	1487.4167	0.0229	0.0314	0.0109	0.0219	0.9448	4521	29878	6.6087	left-to-right	kaawiki	wikipedia	kaa	Kara-Kalpak	kaa.wikipedia.org	Kara-Kalpak Wikipedia
262	192337.6667	0.3957	407779.8333	0.2847	0.0010	9015.8281	21.3333	0.1611	3.1667	2.5833	0.5000	0.1250	0.0428	780.8333	0.0342	0.0274	0.2759	0.0323	0.9572	41812	264707	6.3309	left-to-right	diqwiki	wikipedia	diq	Zazaki	diq.wikipedia.org	Zazaki Wikipedia
263	63346.5000	0.8487	184938.5000	0.7861	0.0000	3602.6445	17.5833	0.1579	9.5000	0.8333	0.1667	0.0000	0.0093	917.3333	0.0211	0.0077	0.0106	0.0114	0.8647	3120	167501	53.6862	left-to-right	aswikisource	wikisource	as	Assamese	as.wikisource.org	Assamese Wikisource
264	55480.9167	0.5485	179079.6667	0.5192	0.0000	2932.9119	18.9167	0.0240	10.8333	0.7500	1.7500	0.0690	0.0736	597.2500	0.0229	0.0038	0.0500	0.0246	0.8182	17877	179467	10.0390	left-to-right	slwikisource	wikisource	sl	Slovenian	sl.wikisource.org	Slovenian Wikisource
265	104313.4167	0.8646	379744.7500	0.8512	0.0000	5237.4937	19.9167	0.3543	5.7500	2.4167	0.5000	0.0000	0.4518	1059.1667	0.1889	0.0086	0.0522	0.0349	0.9344	50835	107524	2.1152	left-to-right	bnwiktionary	wiktionary	bn	Bangla	bn.wiktionary.org	Bengali Wiktionary
266	152422.4167	0.3786	330901.8333	0.2683	0.0008	8467.9120	18.0000	0.0809	3.9167	1.2500	0.2500	0.5000	0.0483	1225.8333	0.0046	0.0064	0.0115	0.0132	0.9736	18922	160114	8.4618	left-to-right	frrwiki	wikipedia	frr	Northern Frisian	frr.wikipedia.org	Northern Frisian Wikipedia
267	158664.9167	0.5151	317492.0000	0.4433	0.0000	4844.7303	32.7500	0.0879	3.7500	4.0833	1.3333	0.0130	0.0000	164.0000	0.2099	0.0737	0.2673	0.0818	0.7595	7906	321437	40.6573	left-to-right	dewikiquote	wikiquote	de	German	de.wikiquote.org	German Wikiquote
