overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,majority mobile editors,monthly active editors,monthly active administrators,monthly new active editors,second month new editor retention,bot edits,monthly nonbot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,content pages,all time content edits,all time edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
181,179656.5833,0.1285,372475.6667,0.1268,0.0022,4060.0358,44.2500,0.0808,11.5000,3.1667,0.4167,0.0000,0.3834,2518.5000,0.0176,0.0233,0.0285,0.0211,0.9711,50615,194660,3.8459,left-to-right,cvwiki,wikipedia,cv,Chuvash,cv.wikipedia.org,Chuvash Wikipedia
182,261778.3333,0.1960,492037.9167,0.2049,0.0049,5235.5667,50.0000,0.1176,7.7500,2.8333,0.8333,0.0833,0.0825,2083.3333,0.0163,0.0109,0.0719,0.0207,0.9713,26891,378550,14.0772,left-to-right,barwiki,wikipedia,bar,Bavarian,bar.wikipedia.org,Bavarian Wikipedia
183,424533.2500,0.2736,708791.3333,0.3998,0.0000,10702.5189,39.6667,0.2800,4.7500,6.0833,0.6667,0.0108,0.0347,328.8333,0.1503,0.5955,0.1657,0.0912,0.8716,13331,186381,13.9810,left-to-right,ptwikibooks,wikibooks,pt,Portuguese,pt.wikibooks.org,Portuguese Wikibooks
184,195452.0000,0.2706,445720.6667,0.2385,0.0019,4009.2718,48.7500,0.2373,10.0833,2.0833,1.5000,0.0000,0.0271,1557.6667,0.0674,0.0156,0.0563,0.0572,0.9610,66871,250725,3.7494,right-to-left,pnbwiki,wikipedia,pnb,Western Punjabi,pnb.wikipedia.org,Western Punjabi Wikipedia
185,326771.5000,0.5362,744147.9167,0.6260,0.0000,11533.1118,28.3333,0.2089,5.7500,4.3333,1.0000,0.0145,0.0012,468.4167,0.1140,0.0187,0.0000,0.0329,0.9132,37122,161682,4.3554,left-to-right,simplewiktionary,wiktionary,simple,Simple English,simple.wiktionary.org,Simple English Wiktionary
186,151066.0000,0.1692,307026.7500,0.1933,0.0021,2981.5658,50.6667,0.2100,12.0833,2.5000,3.2500,0.0341,0.1305,1811.9167,0.0548,0.1721,0.0316,0.0180,0.9443,68288,209844,3.0729,left-to-right,htwiki,wikipedia,ht,Haitian Creole,ht.wikipedia.org,Haitian Creole Wikipedia
187,283487.7500,0.5254,658476.1667,0.5499,0.0000,11570.9286,24.5000,0.1273,6.4167,3.1667,0.4167,0.0000,0.0013,12660.5000,0.0064,0.0002,0.0077,0.0052,0.9909,396572,1588109,4.0046,left-to-right,huwiktionary,wiktionary,hu,Hungarian,hu.wiktionary.org,Hungarian Wiktionary
188,136429.0000,0.9388,422609.7500,0.8918,0.0000,6793.1452,20.0833,0.1075,12.5000,1.2500,2.0833,0.0323,0.0499,2557.8333,0.0084,0.0002,0.0033,0.0035,0.8926,3983,111894,28.0929,left-to-right,mrwikisource,wikisource,mr,Marathi,mr.wikisource.org,Marathi Wikisource
189,252065.0833,0.6755,606906.5833,0.6811,0.0000,9029.1970,27.9167,0.1692,6.7500,1.5833,1.2500,0.0408,0.0302,1082.7500,0.0611,0.0042,0.0394,0.0234,0.9471,54144,202238,3.7352,left-to-right,ukwiktionary,wiktionary,uk,Ukrainian,uk.wiktionary.org,Ukrainian Wiktionary
190,257465.0833,0.1031,439556.9167,0.1220,0.0027,5556.8004,46.3333,0.0520,6.5833,1.8333,0.2500,0.0000,0.0117,702.5000,0.0272,0.0320,0.0543,0.0249,0.9298,84145,353043,4.1957,left-to-right,ndswiki,wikipedia,nds,Low German,nds.wikipedia.org,Low German Wikipedia
191,87932.6667,0.4952,194272.9167,0.4985,0.0000,1214.2601,72.4167,0.0801,18.9167,6.6667,5.7500,0.1203,0.0369,629.0833,0.0539,0.4760,0.1464,0.0355,0.8045,3212,100169,31.1859,left-to-right,ptwikiversity,wikiversity,pt,Portuguese,pt.wikiversity.org,Portuguese Wikiversity
192,214350.0833,0.2331,517038.6667,0.1789,0.0018,5543.5366,38.6667,0.1466,7.7500,2.3333,1.2500,0.0000,0.4150,497.5833,0.0879,0.1558,0.1060,0.0586,0.8947,42702,133605,3.1288,left-to-right,wuuwiki,wikipedia,wuu,Wu Chinese,wuu.wikipedia.org,Wu Chinese Wikipedia
193,331600.8333,0.8019,670515.0833,0.7118,0.0030,7756.7446,42.7500,0.3536,4.8333,2.5833,1.0000,0.0741,0.1014,1051.0000,0.1815,0.0444,0.1056,0.0771,0.9489,8162,73659,9.0246,left-to-right,bhwiki,wikipedia,bh,Bhojpuri,bh.wikipedia.org,Bhojpuri Wikipedia
194,115168.1667,0.4881,276990.7500,0.4477,0.0000,2472.3041,46.5833,0.1040,13.6667,2.3333,2.1667,0.0116,0.0496,1455.3333,0.0317,0.0506,0.0502,0.0174,0.9451,8357,347034,41.5261,left-to-right,frwikivoyage,wikivoyage,fr,French,fr.wikivoyage.org,French Wikivoyage
195,215085.1667,0.4848,588497.3333,0.5613,0.0119,4879.0586,44.0833,0.2681,7.2500,5.0833,2.1667,0.0267,0.2169,372.5000,0.3441,0.2387,0.2814,0.0785,0.8426,15123,89885,5.9436,left-to-right,amwiki,wikipedia,am,Amharic,am.wikipedia.org,Amharic Wikipedia
196,180553.0000,0.1452,334878.3333,0.1839,0.0024,5015.3611,36.0000,0.1569,8.3333,3.5833,0.4167,0.0000,0.1946,2209.7500,0.1043,0.0354,0.2377,0.0160,0.9718,17618,71859,4.0787,left-to-right,banwiki,wikipedia,ban,Balinese,ban.wikipedia.org,Balinese Wikipedia
197,135406.5000,0.8619,673837.3333,0.8269,0.0000,4187.8299,32.3333,0.1166,10.7500,0.8333,0.8333,0.1515,0.0014,363.0833,0.0817,0.0094,0.0978,0.0259,0.8327,15731,260547,16.5626,left-to-right,hywikisource,wikisource,hy,Armenian,hy.wikisource.org,Armenian Wikisource
198,199931.5833,0.8335,476028.5000,0.8302,0.0000,3452.0561,57.9167,0.6419,7.0833,4.7500,1.5000,0.0042,0.0227,1225.2500,0.2051,0.0441,0.1678,0.0733,0.9368,104342,207717,1.9907,right-to-left,fawiktionary,wiktionary,fa,Persian,fa.wiktionary.org,Persian Wiktionary
199,145308.1667,0.2283,359689.0000,0.1884,0.0022,3158.8732,46.0000,0.1696,9.6667,3.3333,0.2500,0.1667,0.9340,8192.4167,0.0048,0.0080,0.0066,0.0070,0.9893,561190,548131,0.9767,left-to-right,cewiki,wikipedia,ce,Chechen,ce.wikipedia.org,Chechen Wikipedia
200,211177.0833,0.1069,379427.5833,0.1223,0.0013,8391.1424,25.1667,0.0925,6.4167,2.0833,0.5000,0.0000,0.2253,347.5000,0.0357,0.0410,0.0700,0.0350,0.9067,14244,166561,11.6934,left-to-right,liwiki,wikipedia,li,Limburgish,li.wikipedia.org,Limburgish Wikipedia
201,259937.3333,0.0816,515550.1667,0.0936,0.0010,7645.2157,34.0000,0.1529,5.1667,2.0000,0.2500,0.5000,0.1218,853.5000,0.0341,0.1166,0.0455,0.0156,0.9538,69090,274987,3.9801,left-to-right,vecwiki,wikipedia,vec,Venetian,vec.wikipedia.org,Venetian Wikipedia
202,270774.9167,0.7958,1222782.5000,0.8598,0.0000,14905.0413,18.1667,0.1826,4.8333,1.0000,0.5000,0.0000,0.0008,309.8333,0.1463,0.0272,0.2138,0.1407,0.8907,303585,1147472,3.7797,left-to-right,hywiktionary,wiktionary,hy,Armenian,hy.wiktionary.org,Armenian Wiktionary
203,127850.1667,0.1522,316833.7500,0.1550,0.0050,3032.0198,42.1667,0.3263,10.1667,2.1667,3.1667,0.1667,0.0293,923.1667,0.5137,0.1294,0.2469,0.1088,0.9122,15500,216581,13.9730,right-to-left,yiwiki,wikipedia,yi,Yiddish,yi.wikipedia.org,Yiddish Wikipedia
204,311894.0000,0.0299,401914.6667,0.0547,0.0002,18713.6400,16.6667,0.0984,4.1667,2.4167,0.0000,0.0000,0.0043,214.5000,0.0245,0.4507,0.0594,0.0264,0.9056,6412,36320,5.6644,left-to-right,fiu_vrowiki,wikipedia,fiu-vro,Võro,fiu-vro.wikipedia.org,Võro Wikipedia
205,101622.0833,0.5084,246925.5000,0.4476,0.0000,1833.7820,55.4167,0.0905,12.4167,3.5000,2.0833,0.0588,0.1015,618.9167,0.0440,0.0152,0.1096,0.0294,0.8730,7709,174695,22.6612,left-to-right,frwikiquote,wikiquote,fr,French,fr.wikiquote.org,French Wikiquote
206,190747.6667,0.0671,344629.5833,0.0916,0.0006,6772.1065,28.1667,0.1043,6.5833,3.5833,0.0833,0.1667,0.0025,981.5833,0.1531,0.2105,0.0166,0.0218,0.9580,11099,83891,7.5584,left-to-right,lijwiki,wikipedia,lij,Ligurian,lij.wikipedia.org,Ligurian Wikipedia
207,143989.2500,0.6111,368880.7500,0.6592,0.0000,4979.4553,28.9167,0.0794,8.5000,2.5000,0.9167,0.0625,0.0003,1660.0000,0.0199,0.0403,0.0308,0.2242,0.9559,12732,101774,7.9936,left-to-right,plwikivoyage,wikivoyage,pl,Polish,pl.wikivoyage.org,Polish Wikivoyage
208,43836.5833,0.3101,190020.0833,0.2542,0.0000,707.9933,61.9167,0.0400,27.4167,3.6667,3.5000,0.3267,0.6089,5155.5000,0.0118,0.0063,0.0262,0.0185,0.9380,65954,470358,7.1316,left-to-right,dewikiversity,wikiversity,de,German,de.wikiversity.org,German Wikiversity
209,167382.8333,0.0565,256239.5000,0.0947,0.0003,9171.6621,18.2500,0.0702,7.0000,2.6667,0.5833,0.0000,0.0071,2109.1667,0.0037,0.0534,0.0060,0.0085,0.9687,4981,56467,11.3365,left-to-right,smnwiki,wikipedia,smn,Inari Sami,smn.wikipedia.org,Inari Sami Wikipedia
210,206674.4167,0.1108,385332.0000,0.1256,0.0021,8953.4043,23.0833,0.1525,5.6667,2.5000,0.4167,0.0000,0.0190,1023.4167,0.1085,0.0410,0.0361,0.0246,0.9590,29018,164024,5.6525,left-to-right,iawiki,wikipedia,ia,Interlingua,ia.wikipedia.org,Interlingua Wikipedia
211,151098.0833,0.1098,271786.3333,0.1555,0.0020,3841.4767,39.3333,0.0556,7.5000,4.0000,0.4167,0.0000,0.2873,508.7500,0.0283,0.1373,0.0681,0.0518,0.9103,56517,64894,1.1482,left-to-right,szlwiki,wikipedia,szl,Silesian,szl.wikipedia.org,Silesian Wikipedia
212,136014.8333,0.7011,351271.8333,0.5982,0.0000,4239.4234,32.0833,0.1912,8.1667,2.0833,0.5833,0.0714,0.0010,1050.5000,0.1090,0.0152,0.2949,0.0303,0.9524,7892,129179,16.3683,right-to-left,hewikiquote,wikiquote,he,Hebrew,he.wikiquote.org,Hebrew Wikiquote
213,203622.5833,0.1534,392311.1667,0.1935,0.0021,5069.4419,40.1667,0.1354,5.4167,2.5833,1.4167,0.0000,0.1716,683.5833,0.1289,0.4842,0.1454,0.0530,0.9327,95349,115193,1.2081,left-to-right,mgwiki,wikipedia,mg,Malagasy,mg.wikipedia.org,Malagasy Wikipedia
214,206293.0000,0.1473,356761.5833,0.1713,0.0004,8143.1447,25.3333,0.1333,5.3333,0.8333,0.0833,0.0000,0.0223,1480.0833,0.8849,0.0267,0.0150,0.0117,0.9770,19864,115592,5.8192,left-to-right,xmfwiki,wikipedia,xmf,Mingrelian,xmf.wikipedia.org,Mingrelian Wikipedia
215,291133.8333,0.7038,668279.2500,0.6821,0.0000,20672.2249,14.0833,0.2718,3.7500,2.1667,0.2500,0.0000,0.0006,392.3333,0.1202,0.0121,0.1946,0.0941,0.9363,29357,64800,2.2073,left-to-right,bgwiktionary,wiktionary,bg,Bulgarian,bg.wiktionary.org,Bulgarian Wiktionary
216,325844.9167,0.0725,439512.1667,0.1067,0.0016,20051.9949,16.2500,0.0417,3.3333,2.3333,0.4167,0.0000,0.3265,183.2500,0.1351,0.1114,0.2137,0.1132,0.8784,7620,108759,14.2728,left-to-right,nds_nlwiki,wikipedia,nds-nl,Low Saxon,nds-nl.wikipedia.org,Low Saxon Wikipedia
217,173021.0000,0.1382,335846.7500,0.1731,0.0010,4563.1912,37.9167,0.1250,6.2500,2.5833,1.0833,0.1154,0.0289,1487.6667,0.0798,0.0553,0.6087,0.0197,0.9658,16132,114866,7.1204,left-to-right,sahwiki,wikipedia,sah,Sakha,sah.wikipedia.org,Sakha Wikipedia
218,160352.0000,0.0595,297350.2500,0.0965,0.0007,6329.6842,25.3333,0.0843,6.5833,2.7500,0.0833,0.0000,0.0698,1375.6667,0.0073,0.0119,0.0157,0.0094,0.9670,32966,180861,5.4863,left-to-right,vowiki,wikipedia,vo,Volapük,vo.wikipedia.org,Volapük Wikipedia
219,101644.2500,0.4718,253706.0833,0.4155,0.0000,2246.2818,45.2500,0.0650,10.3333,5.9167,1.8333,0.0100,0.0343,657.1667,0.0742,0.0194,0.0847,0.0587,0.8980,7074,310479,43.8902,left-to-right,eswikiquote,wikiquote,es,Spanish,es.wikiquote.org,Spanish Wikiquote
220,190382.3333,0.8959,404134.5000,0.8366,0.0000,13282.4884,14.3333,0.2264,5.5000,1.2500,0.6667,0.1000,0.0014,5163.1667,0.0077,0.0006,0.0023,0.0019,0.9732,26507,149009,5.6215,right-to-left,fawikisource,wikisource,fa,Persian,fa.wikisource.org,Persian Wikisource
221,256354.2500,0.1284,371086.5000,0.1576,0.0016,7170.7483,35.7500,0.2065,4.0833,3.1667,1.0000,0.0400,0.0044,662.8333,0.2532,0.0375,0.0625,0.0466,0.9277,10336,69279,6.7027,left-to-right,hifwiki,wikipedia,hif,Fiji Hindi,hif.wikipedia.org,Fiji Hindi Wikipedia
222,63846.1667,0.4560,195943.0833,0.4017,0.0000,2164.2768,29.5000,0.0739,15.8333,1.7500,3.3333,0.2667,0.0054,2425.0833,0.0274,0.0052,0.2182,0.0197,0.9028,21230,191099,9.0014,left-to-right,kowikisource,wikisource,ko,Korean,ko.wikisource.org,Korean Wikisource
223,201213.6667,0.1029,365289.9167,0.1293,0.0013,5681.3271,35.4167,0.1061,5.0000,2.7500,0.6667,0.1250,0.0092,312.6667,0.0722,0.1269,0.5469,0.0501,0.8776,13869,118665,8.5561,left-to-right,fowiki,wikipedia,fo,Faroese,fo.wikipedia.org,Faroese Wikipedia
224,325384.6667,0.6495,713446.0833,0.6641,0.0000,20231.1710,16.0833,0.2250,3.0833,1.9167,0.3333,0.0000,0.0000,664.1667,0.0366,0.0075,0.0526,0.0307,0.9661,164910,145885,0.8846,left-to-right,rowiktionary,wiktionary,ro,Romanian,ro.wiktionary.org,Romanian Wiktionary
225,91090.1667,0.1365,163566.0000,0.1950,0.0009,2795.6061,32.5833,0.2083,11.0000,3.4167,3.1667,0.3239,0.0246,872.7500,0.1328,0.1687,0.0700,0.0297,0.8981,3087,20232,6.5539,left-to-right,kaawiki,wikipedia,kaa,Kara-Kalpak,kaa.wikipedia.org,Kara-Kalpak Wikipedia
226,90696.8333,0.4984,213146.9167,0.4816,0.0000,2049.6460,44.2500,0.1862,10.9167,5.4167,1.4167,0.0000,0.0058,1206.5000,0.0519,0.0147,0.0468,0.0387,0.9435,10378,117176,11.2908,left-to-right,ptwikiquote,wikiquote,pt,Portuguese,pt.wikiquote.org,Portuguese Wikiquote
227,147915.4167,0.2629,341352.6667,0.2839,0.0017,6933.5352,21.3333,0.1644,6.5833,2.0833,0.3333,0.0000,0.0287,366.6667,0.1575,0.2886,0.0714,0.0318,0.9174,5068,33567,6.6233,left-to-right,gnwiki,wikipedia,gn,Guarani,gn.wikipedia.org,Guarani Wikipedia
228,269039.3333,0.1175,444893.6667,0.1517,0.0020,8429.4308,31.9167,0.1523,3.5833,2.5833,0.5833,0.2222,0.3314,197.1667,0.2633,0.1128,0.2756,0.0757,0.8185,26234,173560,6.6158,left-to-right,scnwiki,wikipedia,scn,Sicilian,scn.wikipedia.org,Sicilian Wikipedia
229,64894.1667,0.6536,168603.8333,0.6633,0.0000,2317.6488,28.0000,0.3086,14.7500,1.0000,10.0833,0.0093,0.0035,863.4167,0.2000,0.0501,0.0734,0.0511,0.8128,15446,53573,3.4684,left-to-right,mswiktionary,wiktionary,ms,Malay,ms.wiktionary.org,Malay Wiktionary
230,153004.7500,0.5637,345193.1667,0.5371,0.0000,3672.1140,41.6667,0.0805,6.1667,6.5000,0.8333,0.0370,0.0381,1202.5833,0.1231,0.0238,0.1589,0.4268,0.9437,5145,84393,16.4029,left-to-right,itwikiversity,wikiversity,it,Italian,it.wikiversity.org,Italian Wikiversity
231,174782.8333,0.0764,327550.5000,0.1075,0.0010,5714.9700,30.5833,0.1025,5.3333,2.1667,0.7500,0.0000,0.0263,268.2500,0.1236,0.1824,0.1541,0.0252,0.8581,23347,161285,6.9082,left-to-right,quwiki,wikipedia,qu,Quechua,qu.wikipedia.org,Quechua Wikipedia
232,164533.1667,0.1381,259453.1667,0.1708,0.0006,5141.6615,32.0000,0.1814,5.5833,2.6667,0.7500,0.1250,0.0033,836.7500,0.6152,0.0641,0.0173,0.0129,0.9409,10174,29723,2.9215,left-to-right,bjnwiki,wikipedia,bjn,Banjar,bjn.wikipedia.org,Banjar Wikipedia
233,94216.5000,0.2174,177423.1667,0.3055,0.0016,2929.0104,32.1667,0.1182,9.7500,2.8333,1.5000,0.0833,0.1457,594.5833,0.0423,0.4709,0.0415,0.0107,0.8815,3950,26928,6.8172,left-to-right,rwwiki,wikipedia,rw,Kinyarwanda,rw.wikipedia.org,Kinyarwanda Wikipedia
234,113554.5833,0.8162,261167.5000,0.6749,0.0000,2714.4522,41.8333,0.1558,8.0000,3.5000,1.3333,0.0526,0.0010,398.1667,0.2212,0.0193,0.1963,0.0356,0.8605,2911,66728,22.9227,left-to-right,zhwikiquote,wikiquote,zh,Chinese,zh.wikiquote.org,Chinese Wikiquote
235,171998.4167,0.0687,359091.8333,0.0876,0.0024,6350.7108,27.0833,0.0570,5.2500,2.0000,0.4167,0.3333,0.4398,410.2500,0.0309,0.0351,0.0784,0.0250,0.9203,15859,182121,11.4838,left-to-right,gdwiki,wikipedia,gd,Scottish Gaelic,gd.wikipedia.org,Scottish Gaelic Wikipedia
236,174455.1667,0.0854,296040.8333,0.1359,0.0015,6421.6626,27.1667,0.1902,5.1667,2.5833,0.2500,0.0000,0.0262,1244.2500,0.2317,0.0301,0.0563,0.0240,0.9645,22585,58357,2.5839,left-to-right,crhwiki,wikipedia,crh,Crimean Tatar,crh.wikipedia.org,Crimean Tatar Wikipedia
237,181428.4167,0.5581,392278.9167,0.5952,0.0000,3665.2205,49.5000,0.0496,4.9167,8.1667,1.0833,0.0034,0.0678,301.2500,0.0988,0.0775,0.2927,0.0982,0.8271,2019,109027,54.0005,left-to-right,eswikiversity,wikiversity,es,Spanish,es.wikiversity.org,Spanish Wikiversity
238,217987.4167,0.0680,374882.5833,0.0907,0.0007,10854.1452,20.0833,0.0563,4.0000,1.7500,0.0833,0.0000,0.1695,1518.8333,0.0098,0.0018,0.0106,0.0088,0.9721,16929,148055,8.7456,left-to-right,frrwiki,wikipedia,frr,Northern Frisian,frr.wikipedia.org,Northern Frisian Wikipedia
239,73985.8333,0.5942,295346.0833,0.5199,0.0395,1681.4962,44.0000,0.3935,11.7500,3.5000,1.3333,0.0588,0.4551,1525.0833,0.0752,0.1516,0.0640,0.0257,0.9501,16363,179178,10.9502,left-to-right,orwiki,wikipedia,or,Odia,or.wikipedia.org,Oriya Wikipedia
240,141141.5000,0.0642,284578.9167,0.0764,0.0009,7116.3782,19.8333,0.0809,6.0833,1.9167,0.4167,0.0000,0.0232,1013.8333,0.0335,0.1581,0.0517,0.0395,0.9441,6811,49545,7.2743,left-to-right,kwwiki,wikipedia,kw,Cornish,kw.wikipedia.org,Cornish Wikipedia
241,384699.0000,0.0379,546149.1667,0.0625,0.0003,21176.0917,18.1667,0.1156,2.1667,1.5833,0.3333,0.0000,0.6683,232.3333,0.0491,0.0158,0.0789,0.0552,0.9108,15371,119785,7.7929,left-to-right,ilowiki,wikipedia,ilo,Iloko,ilo.wikipedia.org,Iloko Wikipedia
242,84384.9167,0.6585,279395.3333,0.3748,0.0038,2131.8295,39.5833,0.3099,9.7500,3.0000,2.5000,0.0465,0.8138,1756.1667,0.0619,0.0885,0.0317,0.0394,0.9608,6440,55524,8.6217,right-to-left,arywiki,wikipedia,ary,Moroccan Arabic,ary.wikipedia.org,Moroccan Arabic Wikipedia
243,143283.3333,0.3781,316353.9167,0.3285,0.0000,5012.8280,28.5833,0.0417,5.6667,3.6667,3.2500,0.0000,0.0010,173.7500,0.0436,0.0029,0.1319,0.0590,0.7574,7885,321074,40.7196,left-to-right,dewikiquote,wikiquote,de,German,de.wikiquote.org,German Wikiquote
244,98952.0000,0.2285,209960.0833,0.2750,0.0030,3235.4877,30.5833,0.1872,8.0833,3.0000,0.8333,0.0690,0.0320,504.0833,0.4844,0.1159,0.1939,0.0532,0.8883,3963,47312,11.9384,left-to-right,lowiki,wikipedia,lo,Lao,lo.wikipedia.org,Lao Wikipedia
245,265956.0833,0.9278,638430.5000,0.9016,0.0000,16450.8918,16.1667,0.4000,3.0000,1.4167,0.3333,0.0000,0.0000,248.3333,0.1903,0.0386,0.1634,0.1409,0.8789,183830,54057,0.2941,left-to-right,hiwiktionary,wiktionary,hi,Hindi,hi.wiktionary.org,Hindi Wiktionary
246,79899.0000,0.6165,188111.6667,0.5251,0.0000,2332.8175,34.2500,0.1070,9.7500,2.1667,0.3333,0.0000,0.0307,638.5833,0.0281,0.0027,0.0476,0.0232,0.8889,8412,70963,8.4359,left-to-right,ukwikiquote,wikiquote,uk,Ukrainian,uk.wikiquote.org,Ukrainian Wikiquote
247,279683.2500,0.0840,458903.4167,0.1039,0.0012,11653.4688,24.0000,0.1762,2.7500,2.3333,0.4167,0.0000,0.7470,744.2500,0.0302,0.0217,0.0533,0.0204,0.9581,40333,257039,6.3729,left-to-right,diqwiki,wikipedia,diq,Zazaki,diq.wikipedia.org,Zazaki Wikipedia
248,259425.3333,0.7861,558805.0833,0.7552,0.0000,23764.1527,10.9167,0.2273,2.9167,1.1667,0.3333,0.0000,0.0015,1827.8333,0.0133,0.0009,0.0163,0.0088,0.9772,224133,190000,0.8477,left-to-right,srwiktionary,wiktionary,sr,Serbian,sr.wiktionary.org,Serbian Wiktionary
249,124920.5000,0.6576,300904.9167,0.6550,0.0000,3924.2042,31.8333,0.1045,6.0000,3.1667,1.7500,0.0000,0.3280,490.5833,0.0491,0.1604,0.1277,0.0632,0.8996,3096,107109,34.5959,left-to-right,eswikivoyage,wikivoyage,es,Spanish,es.wikivoyage.org,Spanish Wikivoyage
250,219245.5000,0.0719,326480.1667,0.1051,0.0016,9853.7303,22.2500,0.0651,3.4167,2.7500,0.5000,0.0000,0.0457,327.4167,0.0275,0.0840,0.0738,0.0349,0.9179,13035,79514,6.1000,left-to-right,emlwiki,wikipedia,eml,Emiliano-Romagnolo,eml.wikipedia.org,Emiliano-Romagnolo Wikipedia
251,163892.2500,0.0707,255038.0000,0.1211,0.0016,9983.2843,16.4167,0.1593,4.4167,1.6667,0.7500,0.0000,0.0227,219.3333,0.1755,0.3894,0.1349,0.0410,0.8717,6668,47242,7.0849,left-to-right,kabwiki,wikipedia,kab,Kabyle,kab.wikipedia.org,Kabyle Wikipedia
252,123561.2500,0.7783,340727.4167,0.7670,0.0000,7413.6750,16.6667,0.2376,5.8333,2.9167,0.2500,0.0000,0.0635,867.0833,0.0246,0.0042,0.0240,0.0829,0.9244,17250,103760,6.0151,left-to-right,trwikisource,wikisource,tr,Turkish,tr.wikisource.org,Turkish Wikisource
253,178561.3333,0.8161,435936.5833,0.7906,0.0000,7652.6286,23.3333,0.3231,3.9167,2.7500,0.5000,0.0000,0.0038,478.0000,0.2537,0.0703,0.3663,0.2111,0.9373,117083,67137,0.5734,left-to-right,uzwiktionary,wiktionary,uz,Uzbek,uz.wiktionary.org,Uzbek Wiktionary
254,94489.2500,0.8390,260891.4167,0.7468,0.0000,3098.0082,30.5000,0.2925,7.3333,1.8333,0.7500,0.0370,0.0369,855.2500,0.0730,0.0113,0.0494,0.1128,0.9439,9149,110102,12.0343,right-to-left,fawikiquote,wikiquote,fa,Persian,fa.wikiquote.org,Persian Wikiquote
255,108376.0000,0.7567,242082.9167,0.6826,0.0000,5993.1429,18.0833,0.1584,6.3333,2.0833,0.5000,0.0000,0.1563,1985.4167,0.0126,0.0004,0.0081,0.1142,0.9348,5961,130051,21.8170,left-to-right,thwikisource,wikisource,th,Thai,th.wikisource.org,Thai Wikisource
256,129787.7500,0.1086,233410.1667,0.1267,0.0019,5642.9457,23.0000,0.1132,5.1667,2.2500,0.2500,0.0000,0.2226,258.6667,0.0696,0.3686,0.0735,0.0470,0.8935,7371,66931,9.0803,left-to-right,scwiki,wikipedia,sc,Sardinian,sc.wikipedia.org,Sardinian Wikipedia
257,39668.7500,0.5223,141562.7500,0.4545,0.0000,1239.6484,32.0000,0.0535,16.5833,1.0000,4.0833,0.0968,0.0000,596.9167,0.0202,0.0034,0.0564,0.0272,0.7284,17372,172991,9.9580,left-to-right,slwikisource,wikisource,sl,Slovenian,sl.wikisource.org,Slovenian Wikisource
258,91786.2500,0.1240,187542.3333,0.1499,0.0019,3009.3852,30.5000,0.0983,7.1667,3.1667,0.9167,0.0625,0.0015,948.0000,0.0789,0.2478,0.0471,0.0196,0.9429,5127,108062,21.0770,left-to-right,mtwiki,wikipedia,mt,Maltese,mt.wikipedia.org,Maltese Wikipedia
259,280641.9167,0.0924,351056.4167,0.1596,0.0000,23716.2183,11.8333,0.1053,2.3333,1.5000,0.0833,0.0000,0.0033,836.0000,0.5015,0.0778,0.1555,0.0205,0.9471,4471,105195,23.5283,left-to-right,fiwikibooks,wikibooks,fi,Finnish,fi.wikibooks.org,Finnish Wikibooks
260,102406.9167,0.1135,226228.0833,0.1454,0.0010,2939.9115,34.8333,0.1754,6.3333,2.9167,1.0833,0.0000,0.4359,399.8333,0.0938,0.0125,0.0973,0.0667,0.8964,66982,137802,2.0573,left-to-right,pmswiki,wikipedia,pms,Piedmontese,pms.wikipedia.org,Piedmontese Wikipedia
261,144250.1667,0.3018,230465.8333,0.3936,0.0005,6709.3101,21.5000,0.1965,4.4167,1.7500,1.2500,0.0000,0.0034,292.5833,0.0501,0.0652,0.0424,0.0168,0.8951,13894,41455,2.9837,left-to-right,gorwiki,wikipedia,gor,Gorontalo,gor.wikipedia.org,Gorontalo Wikipedia
262,200537.2500,0.0517,311196.9167,0.0901,0.0011,7813.1396,25.6667,0.0825,3.1667,1.5833,0.0833,0.0000,0.4797,158.1667,0.0669,0.0580,0.0748,0.0390,0.8349,13872,114568,8.2589,left-to-right,hsbwiki,wikipedia,hsb,Upper Sorbian,hsb.wikipedia.org,Upper Sorbian Wikipedia
263,32734.0000,0.1202,69242.8333,0.1501,0.0008,870.9712,37.5833,0.1403,19.1667,2.4167,2.0000,0.1579,0.0016,2089.2500,0.0829,0.5038,0.0255,0.0046,0.9074,6457,49632,7.6865,left-to-right,dagwiki,wikipedia,dag,Dagbani,dag.wikipedia.org,Dagbani Wikipedia
264,65185.1667,0.5668,251746.1667,0.3903,0.0137,1299.3721,50.1667,0.3730,9.5833,3.6667,2.2500,0.0469,0.0044,1182.1667,0.0938,0.3924,0.0393,0.0149,0.9330,17097,126211,7.3821,right-to-left,pswiki,wikipedia,ps,Pashto,ps.wikipedia.org,Pashto Wikipedia
265,118239.2500,0.7092,280453.5000,0.5896,0.0030,3733.8711,31.6667,0.4380,5.2500,2.8333,1.3333,0.0526,0.2644,317.9167,0.4472,0.1389,0.3405,0.1625,0.8775,13547,40153,2.9640,right-to-left,mznwiki,wikipedia,mzn,Mazanderani,mzn.wikipedia.org,Mazanderani Wikipedia
